"spend_id";"spend_date";"channel";"spend_amount";"impressions";"clicks";"conversions"
1044;"2023-08-05";"social_media";117.15;87060;1614;28
1045;"2023-08-05";"display_ads";75.4;44268;539;86
1046;"2023-08-06";"email";0.0;0;0;59
1047;"2023-08-06";"social_media";169.96;97873;4491;182
1048;"2023-08-06";"display_ads";102.95;75507;3091;190
1049;"2023-08-06";"affiliate";66.53;61850;4629;87
1050;"2023-08-08";"email";39.88;0;0;63
1051;"2023-08-08";"paid_search";200.64;49530;2851;147
1052;"2023-08-08";"social_media";153.12;40375;1684;48
1053;"2023-08-08";"display_ads";73.4;43694;2060;11
1054;"2023-08-08";"affiliate";0.0;35085;2501;54
1055;"2023-08-09";"email";103.0;0;0;137
1056;"2023-08-09";"paid_search";424.94;143409;4121;198
1057;"2023-09-08";"social_media";118.4;25064;2546;198
1058;"2023-08-09";"display_ads";115.22;26301;2549;43
1059;"2023-08-09";"affiliate";84.35;89189;1834;81
1060;"2023-08-10";"email";64.26;0;0;51
1061;"2023-08-10";"paid_search";159.1;35993;3309;19
1062;"2023-08-10";"social_media";170.89;14626;3083;6
1063;"2023-10-08";"display_ads";250.47;28707;2089;290
1064;"2023-08-10";"affiliate";53.52;83762;1455;108
1065;"2023-11-08";"email";118.12;0;0;360
1066;"2023-08-11";"paid_search";145.65;40221;4163;73
1067;"2023-08-11";"social_media";113.59;73329;4101;117
1068;"2023-11-08";"display_ads";208.73;51829;5284;260
1069;"2023-08-11";"affiliate";96.75;20379;2696;69
1070;"2023-08-12";"email";50.67;0;0;57
1071;"2023-08-12";"paid_search";169.39;86222;1874;24
1072;"2023-08-12";"social_media";329.5;80557;4793;199
1073;"2023-08-12";"display_ads";119.4;27452;1408;19
1074;"2023-08-12";"affiliate";74.56;37220;4922;14
1075;"2023-08-13";"email";41.16;0;0;122
1076;"2023-08-13";"paid_search";235.24;49464;1936;94
1077;"2023-08-13";"social_media";110.27;53855;2679;27
1078;"2023-08-13";"display_ads";97.08;35242;651;75
1079;"2023-08-13";"affiliate";59.52;70878;805;22
1080;"2023-08-14";"email";62.19;0;0;43
1081;"2023-08-14";"paid_search";171.89;28709;3122;19
1082;"2023-08-14";"social_media";121.98;85048;2854;193
1083;"2023-08-14";"display_ads";86.1;89546;1709;18
1084;"2023-08-14";"affiliate";91.25;24520;3971;30
1085;"2023-08-15";"email";51.93;0;0;161
1086;"2023-08-15";"paid_search";169.62;70296;2094;160
1087;"2023-08-15";"social_media";133.32;13208;1870;126
1088;"2023-08-15";"display_ads";128.48;69328;216;173
1089;"2023-08-15";"affiliate";71.95;27856;1907;68
1090;"2023-08-16";"email";39.96;0;0;200
1091;"2023-08-16";"paid_search";143.72;11135;1342;199
1092;"2023-08-16";"social_media";179.71;92215;3924;143
1093;"2023-08-16";"display_ads";78.69;18263;889;108
1094;"2023-08-16";"affiliate";55.67;60141;2025;199
1095;"2023-08-17";"email";39.38;0;0;59
1096;"2023-08-17";"paid_search";242.92;18101;2011;184
1097;"2023-08-17";"social_media";158.06;75571;1014;64
1098;"2023-08-17";"display_ads";95.83;27230;1744;41
1099;"2023-08-17";"affiliate";80.33;18644;3363;110
1100;"2023-08-18";"email";42.15;0;0;32
1101;"2023-08-18";"paid_search";185.58;27263;4994;66
1102;"2023-08-18";"social_media";172.1;93699;1993;135
1103;"2023-08-18";"display_ads";92.46;16677;3614;193
1104;"2023-08-18";"affiliate";0.0;97301;2796;16
1105;"2023-08-19";"email";44.93;0;0;84
1106;"2023-08-19";"paid_search";242.38;67085;443;153
1107;"2023-08-19";"social_media";157.8;33396;2713;68
1108;"2023-08-19";"display_ads";75.73;80836;3626;85
1109;"2023-08-19";"affiliate";53.03;89785;3642;96
1110;"2023-08-20";"email";63.5;0;0;134
1111;"2023-08-20";"paid_search";179.11;96030;3021;58
1112;"2023-08-20";"social_media";164.83;38906;887;96
1113;"2023-08-20";"display_ads";75.25;26289;641;6
1114;"2023-08-20";"affiliate";93.09;27124;706;36
1115;"2023-08-21";"email";58.14;0;0;112
1116;"2023-08-21";"paid_search";213.77;61427;3821;50
1117;"2023-08-21";"social_media";191.31;13455;3594;139
1118;"2023-08-21";"display_ads";101.83;10533;882;140
1119;"2023-08-21";"affiliate";70.96;84005;4877;134
1120;"2023-08-22";"email";54.24;0;0;170
1121;"2023-08-22";"paid_search";242.99;72006;2553;105
1122;"2023-08-22";"social_media";121.1;88492;4646;18
1123;"2023-08-22";"display_ads";121.27;13886;4567;136
1124;"2023-08-22";"affiliate";68.85;76397;2300;47
1125;"2023-08-23";"email";55.66;0;0;106
1126;"2023-08-23";"paid_search";151.47;37111;1078;46
1127;"2023-08-23";"social_media";174.93;88174;2242;192
1128;"2023-08-23";"display_ads";99.99;90550;2715;85
1129;"2023-08-23";"affiliate";63.33;80184;3342;155
1130;"2023-08-24";"email";63.16;0;0;190
1131;"2023-08-24";"paid_search";259.86;88436;2368;188
1132;"2023-08-24";"social_media";171.93;81497;2027;37
1133;"2023-08-24";"display_ads";118.95;66819;1837;74
1134;"2023-08-24";"affiliate";89.13;63094;234;79
1135;"2023-08-25";"email";46.01;0;0;129
1136;"2023-08-25";"paid_search";197.7;64807;2888;187
1137;"2023-08-25";"social_media";185.85;35229;4775;117
1138;"2023-08-25";"display_ads";70.45;22787;1157;70
1139;"2023-08-25";"affiliate";74.89;44864;1638;12
1140;"2023-08-26";"email";43.01;0;0;151
1141;"2023-08-26";"paid_search";151.2;54164;1149;75
1142;"2023-08-26";"social_media";190.97;50963;3829;123
1143;"2023-08-26";"display_ads";92.68;29034;2876;45
1144;"2023-08-26";"affiliate";0.0;36161;423;151
1145;"2023-08-27";"email";43.96;0;0;196
1146;"2023-08-27";"paid_search";145.35;53557;372;194
1147;"2023-08-27";"social_media";150.62;41408;2073;62
1148;"2023-08-27";"display_ads";116.73;97103;1221;186
1149;"2023-08-27";"affiliate";91.52;65243;3179;128
1150;"2023-08-28";"email";61.28;0;0;20
1151;"2023-08-28";"paid_search";185.4;29032;4493;30
1152;"2023-08-28";"social_media";164.37;42659;1656;193
1153;"2023-08-28";"display_ads";0.0;26524;4879;137
1154;"2023-08-28";"affiliate";83.7;31550;4042;161
1155;"2023-08-29";"email";52.73;0;0;128
1156;"2023-08-29";"paid_search";187.82;42786;1489;182
1157;"2023-08-29";"social_media";111.01;90406;2629;119
1158;"2023-08-29";"display_ads";102.87;83499;4032;94
1159;"2023-08-29";"affiliate";71.63;17754;4573;17
1160;"2023-08-30";"email";54.68;0;0;16
1161;"2023-08-30";"paid_search";226.98;48995;2248;105
1162;"2023-08-30";"social_media";159.47;25801;2806;79
1163;"2023-08-30";"display_ads";74.19;90441;1264;45
1164;"2023-08-30";"affiliate";95.0;30233;487;38
1165;"2023-08-31";"email";63.28;0;0;111
1166;"2023-08-31";"paid_search";197.47;15933;1005;177
1167;"2023-08-31";"social_media";169.84;48535;3828;168
1168;"2023-08-31";"display_ads";74.32;61668;1981;163
1169;"2023-08-31";"affiliate";93.4;72624;2786;52
1170;"2023-09-01";"email";47.93;0;0;59
1171;"2023-09-01";"paid_search";187.45;89912;4626;161
1172;"2023-09-02";"email";49.67;0;0;112
1173;"2023-09-02";"paid_search";182.82;17746;952;136
1174;"2023-09-02";"social_media";152.87;37360;3342;91
1175;"2023-09-02";"display_ads";103.92;49873;4103;55
1176;"2023-09-03";"email";48.57;0;0;179
1177;"2023-09-03";"paid_search";240.34;57961;4786;125
1178;"2023-09-03";"display_ads";89.72;56887;4699;155
1179;"2023-09-03";"affiliate";69.1;48679;2597;68
1180;"2023-09-04";"email";0.0;0;0;41
1181;"2023-09-04";"paid_search";166.78;19029;2293;23
1182;"2023-09-04";"display_ads";95.39;53766;980;47
1183;"2023-04-09";"affiliate";74.03;80119;504;133
1184;"2023-09-05";"paid_search";238.56;81707;1112;38
1185;"2023-09-05";"social_media";143.82;14577;3345;77
1186;"2023-09-06";"paid_search";225.18;37334;1812;60
1187;"2023-09-06";"social_media";174.64;51598;1182;58
1188;"2023-09-06";"display_ads";74.21;98785;3438;81
1189;"2023-09-06";"affiliate";89.36;22582;658;108
1190;"2023-09-07";"email";51.93;0;0;187
1191;"2023-09-07";"paid_search";142.53;24451;4175;24
1192;"2023-09-07";"social_media";135.27;95251;2296;37
1193;"2023-09-07";"display_ads";74.14;60550;3375;130
1194;"2023-08-09";"social_media";117.88;48111;267;16
1195;"2023-09-08";"display_ads";81.18;20125;4070;137
1196;"2023-09-08";"affiliate";55.59;22287;2676;79
1197;"2023-09-09";"email";40.82;0;0;24
1198;"2023-09-09";"paid_search";149.02;93259;4771;175
1199;"2023-09-09";"social_media";190.37;78518;3421;38
1200;"2023-09-09";"display_ads";72.21;51472;4258;112
1201;"2023-09-09";"affiliate";55.38;87572;395;40
1202;"2023-10-09";"email";148.27;0;0;288
1203;"2023-09-10";"paid_search";229.53;90785;2774;79
1204;"2023-09-10";"social_media";127.5;59784;1520;146
1205;"2023-09-10";"display_ads";104.62;55908;2385;38
1206;"2023-09-10";"affiliate";0.0;70064;3157;141
1207;"2023-09-11";"email";61.31;0;0;58
1208;"2023-09-11";"paid_search";230.98;56523;177;65
1209;"2023-09-11";"social_media";123.11;66547;2865;37
1210;"2023-11-09";"display_ads";231.03;105733;2167;150
1211;"2023-09-11";"affiliate";230.13;120024;2116;226
1212;"2023-12-09";"email";98.87;0;0;227
1213;"2023-12-09";"paid_search";603.96;48584;7229;360
1214;"2023-09-12";"social_media";163.34;48363;2344;98
1215;"2023-12-09";"display_ads";265.98;103961;2826;199
1216;"2023-09-12";"affiliate";82.74;84363;3800;134
1217;"2023-09-13";"email";62.03;0;0;43
1218;"2023-09-13";"paid_search";253.16;88592;198;32
1219;"2023-09-13";"social_media";140.04;93747;4365;49
1220;"2023-09-13";"display_ads";0.0;24910;681;72
1221;"2023-09-13";"affiliate";90.45;99399;4848;70
1222;"2023-09-14";"email";48.22;0;0;27
1223;"2023-09-14";"paid_search";148.65;87446;3979;9
1224;"2023-09-14";"social_media";149.04;89360;4810;138
1225;"2023-09-14";"display_ads";110.61;95518;1577;82
1226;"2023-09-14";"affiliate";63.22;30772;1517;156
1227;"2023-09-15";"email";45.74;0;0;73
1228;"2023-09-15";"paid_search";248.17;85869;3041;108
1229;"2023-09-15";"social_media";109.12;36030;1852;43
1230;"2023-09-15";"display_ads";79.22;98071;1921;163
1231;"2023-09-15";"affiliate";95.39;43935;2472;176
1232;"2023-09-16";"email";0.0;0;0;32
1233;"2023-09-16";"paid_search";192.1;77120;339;172
1234;"2023-09-16";"social_media";111.42;19525;3173;52
1235;"2023-09-16";"display_ads";88.62;48614;4866;92
1236;"2023-09-16";"affiliate";83.37;79733;4245;94
1237;"2023-09-17";"email";40.11;0;0;155
1238;"2023-09-17";"paid_search";235.11;69764;916;16
1239;"2023-09-17";"social_media";153.38;47540;1615;94
1240;"2023-09-17";"display_ads";108.95;75496;2706;30
1241;"2023-09-17";"affiliate";75.73;35034;4376;136
1242;"2023-09-18";"email";39.81;0;0;177
1243;"2023-09-18";"paid_search";230.42;48694;873;176
1244;"2023-09-18";"social_media";109.01;10632;559;80
1245;"2023-09-18";"display_ads";0.0;16190;4784;77
1246;"2023-09-18";"affiliate";71.47;19798;4203;123
1247;"2023-09-19";"email";62.92;0;0;10
1248;"2023-09-19";"paid_search";189.51;38377;1294;166
1249;"2023-09-19";"social_media";174.03;97590;329;114
1250;"2023-09-19";"display_ads";79.15;15750;3715;41
1251;"2023-09-19";"affiliate";69.04;61779;3954;183
1252;"2023-09-20";"email";63.35;0;0;27
1253;"2023-09-20";"paid_search";200.81;23036;3901;174
1254;"2023-09-20";"social_media";127.39;20823;4004;90
1255;"2023-09-20";"display_ads";84.49;67602;438;135
1256;"2023-09-20";"affiliate";76.53;61110;4177;146
1257;"2023-09-21";"email";61.55;0;0;8
1258;"2023-09-21";"paid_search";218.32;31285;202;67
1259;"2023-09-21";"social_media";105.26;37945;1431;169
1260;"2023-09-21";"display_ads";0.0;54306;1040;90
1261;"2023-09-21";"affiliate";66.67;70558;1176;47
1262;"2023-09-22";"email";43.41;0;0;26
1263;"2023-09-22";"paid_search";253.03;23323;3534;89
1264;"2023-09-22";"social_media";119.45;26619;2425;114
1265;"2023-09-22";"display_ads";111.11;26505;2411;150
1266;"2023-09-22";"affiliate";64.35;76754;1232;15
1267;"2023-09-23";"email";52.74;0;0;39
1268;"2023-09-23";"paid_search";176.33;14158;4626;8
1269;"2023-09-23";"social_media";117.69;47028;1269;77
1270;"2023-09-23";"display_ads";74.48;92758;3713;84
1271;"2023-09-23";"affiliate";71.92;68017;1076;173
1272;"2023-09-24";"email";56.78;0;0;197
1273;"2023-09-24";"paid_search";209.98;37004;4365;104
1274;"2023-09-24";"social_media";178.61;29596;2037;123
1275;"2023-09-24";"display_ads";121.11;68724;121;82
1276;"2023-09-24";"affiliate";52.71;22220;1762;99
1277;"2023-09-25";"email";50.49;0;0;80
1278;"2023-09-25";"paid_search";222.44;82123;202;52
1279;"2023-09-25";"social_media";110.99;39379;1778;118
1280;"2023-09-25";"display_ads";102.26;83697;3025;40
1281;"2023-09-25";"affiliate";85.87;55247;889;90
1282;"2023-09-26";"email";48.09;0;0;126
1283;"2023-09-26";"paid_search";235.26;41776;329;76
1284;"2023-09-26";"social_media";188.79;34277;4329;58
1285;"2023-09-26";"display_ads";0.0;33314;4784;177
1286;"2023-09-26";"affiliate";84.97;90588;240;137
1287;"2023-09-27";"email";48.34;0;0;37
1288;"2023-09-27";"paid_search";239.87;55417;2193;13
1289;"2023-09-27";"social_media";154.52;87176;1657;126
1290;"2023-09-27";"display_ads";82.61;21538;1091;10
1291;"2023-09-27";"affiliate";55.8;91136;2965;159
1292;"2023-09-28";"email";37.75;0;0;149
1293;"2023-09-28";"paid_search";224.22;33302;1225;84
1294;"2023-09-28";"social_media";145.67;64956;4550;92
1295;"2023-09-28";"display_ads";102.73;33715;3703;49
1296;"2023-09-28";"affiliate";68.19;70573;4304;129
1297;"2023-09-29";"email";59.18;0;0;143
1298;"2023-09-29";"paid_search";159.51;57198;3266;169
1299;"2023-09-29";"social_media";175.77;29647;1623;32
1300;"2023-09-29";"display_ads";106.32;35004;996;200
1301;"2023-09-29";"affiliate";53.25;60416;3460;52
1302;"2023-09-30";"email";43.24;0;0;166
1303;"2023-09-30";"paid_search";171.18;97637;2042;10
1304;"2023-09-30";"social_media";189.67;15678;4401;106
1305;"2023-09-30";"display_ads";90.07;36887;4752;172
1306;"2023-09-30";"affiliate";70.74;44194;1221;46
1307;"2023-10-01";"social_media";283.57;81946;4787;43
1308;"2023-10-01";"display_ads";154.95;30530;3262;112
1309;"2023-10-01";"affiliate";134.55;58488;4020;111
1310;"2023-10-02";"paid_search";386.59;23541;2543;119
1311;"2023-10-02";"display_ads";180.0;36447;4605;85
1312;"2023-10-02";"affiliate";106.97;58392;1149;64
1313;"2023-10-03";"email";78.54;0;0;108
1314;"2023-10-03";"display_ads";157.39;73522;3728;135
1315;"2023-10-03";"affiliate";87.17;75718;913;46
1316;"2023-10-04";"paid_search";360.94;25657;1721;110
1317;"2023-10-04";"social_media";252.79;70257;417;15
1318;"2023-04-10";"display_ads";124.04;98857;2046;85
1319;"2023-10-05";"email";64.91;0;0;29
1320;"2023-10-05";"social_media";181.74;38915;1889;160
1321;"2023-10-05";"display_ads";106.91;83668;4836;142
1322;"2023-10-05";"affiliate";129.5;54579;608;16
1323;"2023-10-06";"email";87.33;0;0;50
1324;"2023-10-06";"paid_search";281.37;16760;599;13
1325;"2023-10-06";"affiliate";128.32;13629;1922;107
1326;"2023-10-07";"email";75.1;0;0;130
1327;"2023-10-07";"paid_search";341.95;19021;3595;60
1328;"2023-10-07";"social_media";257.46;34567;179;122
1329;"2023-10-07";"display_ads";108.35;19129;4779;27
1330;"2023-10-07";"affiliate";137.78;37687;230;77
1331;"2023-10-08";"email";93.81;0;0;73
1332;"2023-10-08";"paid_search";314.24;39728;923;90
1333;"2023-10-08";"social_media";287.55;20962;3117;53
1334;"2023-10-08";"affiliate";82.19;10487;4564;122
1335;"2023-10-09";"paid_search";263.89;98589;3022;57
1336;"2023-10-09";"social_media";254.51;82372;762;10
1337;"2023-10-09";"display_ads";126.38;66253;265;66
1338;"2023-10-09";"affiliate";100.15;44501;2502;188
1339;"2023-10-10";"email";66.78;0;0;11
1340;"2023-10-10";"paid_search";217.17;26532;2091;78
1341;"2023-10-10";"social_media";172.88;50896;2347;161
1342;"2023-10-10";"display_ads";107.69;66702;1539;122
1343;"2023-10-10";"affiliate";133.57;24230;3736;170
1344;"2023-10-11";"email";78.33;0;0;43
1345;"2023-10-11";"paid_search";539.68;180477;7089;271
1346;"2023-10-11";"social_media";224.07;33817;2027;105
1347;"2023-10-11";"display_ads";182.79;57646;2691;179
1348;"2023-10-11";"affiliate";103.42;29582;1468;200
1349;"2023-10-12";"email";83.99;0;0;37
1350;"2023-10-12";"paid_search";254.56;20781;437;148
1351;"2023-12-10";"social_media";462.72;133695;6462;294
1352;"2023-12-10";"display_ads";361.4;144967;2862;292
1353;"2023-10-12";"affiliate";115.68;12467;2156;10
1354;"2023-10-13";"email";72.06;0;0;113
1355;"2023-10-13";"paid_search";348.7;51560;813;57
1356;"2023-10-13";"social_media";255.04;23157;4288;106
1357;"2023-10-13";"display_ads";128.4;75720;2660;152
1358;"2023-10-13";"affiliate";101.59;21675;2651;90
1359;"2023-10-14";"email";67.58;0;0;144
1360;"2023-10-14";"paid_search";266.13;52816;4863;174
1361;"2023-10-14";"social_media";184.5;33271;2062;119
1362;"2023-10-14";"display_ads";149.35;69024;1229;102
1363;"2023-10-14";"affiliate";137.55;61426;1167;75
1364;"2023-10-15";"email";53.18;0;0;98
1365;"2023-10-15";"paid_search";233.37;44964;3399;125
1366;"2023-10-15";"social_media";276.26;59021;3083;101
1367;"2023-10-15";"display_ads";155.05;24179;3666;193
1368;"2023-10-15";"affiliate";122.08;86997;2027;39
1369;"2023-10-16";"email";61.84;0;0;172
1370;"2023-10-16";"paid_search";330.76;38978;3911;57
1371;"2023-10-16";"social_media";277.65;37319;2961;41
1372;"2023-10-16";"display_ads";119.84;35943;371;117
1373;"2023-10-16";"affiliate";102.11;58820;2198;117
1374;"2023-10-17";"email";71.77;0;0;57
1375;"2023-10-17";"paid_search";247.45;17316;2753;39
1376;"2023-10-17";"social_media";177.97;16056;1836;72
1377;"2023-10-17";"display_ads";127.71;92434;3369;167
1378;"2023-10-17";"affiliate";108.14;30700;4511;127
1379;"2023-10-18";"email";85.54;0;0;12
1380;"2023-10-18";"paid_search";326.98;60577;2127;102
1381;"2023-10-18";"social_media";0.0;35231;1655;97
1382;"2023-10-18";"display_ads";138.24;15281;4455;98
1383;"2023-10-18";"affiliate";114.02;54449;2968;200
1384;"2023-10-19";"email";96.35;0;0;26
1385;"2023-10-19";"paid_search";236.58;66659;599;21
1386;"2023-10-19";"social_media";251.85;83709;2656;18
1387;"2023-10-19";"display_ads";194.33;30526;4158;167
1388;"2023-10-19";"affiliate";0.0;48304;3372;170
1389;"2023-10-20";"email";66.06;0;0;126
1390;"2023-10-20";"paid_search";375.33;55542;3224;129
1391;"2023-10-20";"social_media";165.65;91719;1956;110
1392;"2023-10-20";"display_ads";123.56;94207;2482;180
1393;"2023-10-20";"affiliate";101.56;72173;1318;51
1394;"2023-10-21";"email";94.54;0;0;70
1395;"2023-10-21";"paid_search";234.34;58471;442;136
1396;"2023-10-21";"social_media";228.75;35232;2548;79
1397;"2023-10-21";"display_ads";0.0;27034;3720;18
1398;"2023-10-21";"affiliate";120.42;75045;2863;139
1399;"2023-10-22";"email";90.24;0;0;10
1400;"2023-10-22";"paid_search";0.0;11667;1422;186
1401;"2023-10-22";"social_media";260.11;73558;1527;172
1402;"2023-10-22";"display_ads";161.19;52560;4711;16
1403;"2023-10-22";"affiliate";117.92;31807;4019;11
1404;"2023-10-23";"email";94.48;0;0;70
1405;"2023-10-23";"paid_search";334.03;68163;3081;47
1406;"2023-10-23";"social_media";255.44;62713;4214;79
1407;"2023-10-23";"display_ads";170.04;90921;1266;195
1408;"2023-10-23";"affiliate";116.36;64925;4508;70
1409;"2023-10-24";"email";86.22;0;0;6
1410;"2023-10-24";"paid_search";343.86;91871;3101;102
1411;"2023-10-24";"social_media";186.16;92196;910;19
1412;"2023-10-24";"display_ads";141.81;53282;3022;8
1413;"2023-10-24";"affiliate";122.07;29929;1889;12
1414;"2023-10-25";"email";96.71;0;0;104
1415;"2023-10-25";"paid_search";333.28;94918;4393;133
1416;"2023-10-25";"social_media";240.05;92194;2936;193
1417;"2023-10-25";"display_ads";127.15;96299;1021;121
1418;"2023-10-25";"affiliate";131.04;93541;1214;83
1419;"2023-10-26";"email";90.23;0;0;102
1420;"2023-10-26";"paid_search";351.64;87609;3287;106
1421;"2023-10-26";"social_media";158.92;94423;3593;198
1422;"2023-10-26";"display_ads";135.71;45648;3673;155
1423;"2023-10-26";"affiliate";80.5;52869;3563;97
1424;"2023-10-27";"email";62.33;0;0;181
1425;"2023-10-27";"paid_search";221.17;41943;4815;131
1426;"2023-10-27";"social_media";164.07;37379;2548;89
1427;"2023-10-27";"display_ads";154.46;54865;551;33
1428;"2023-10-27";"affiliate";91.15;28903;4610;200
1429;"2023-10-28";"email";73.28;0;0;82
1430;"2023-10-28";"paid_search";249.94;75157;3237;84
1431;"2023-10-28";"social_media";195.95;88208;2397;8
1432;"2023-10-28";"display_ads";191.6;77902;1060;196
1433;"2023-10-28";"affiliate";99.43;41006;1642;140
1434;"2023-10-29";"email";57.53;0;0;166
1435;"2023-10-29";"paid_search";310.36;13435;2573;88
1436;"2023-10-29";"social_media";218.15;20316;1523;183
1437;"2023-10-29";"display_ads";170.07;13093;3872;95
1438;"2023-10-29";"affiliate";89.95;16635;1870;99
1439;"2023-10-30";"email";92.62;0;0;81
1440;"2023-10-30";"paid_search";331.53;35606;4001;129
1441;"2023-10-30";"social_media";220.33;48617;4064;147
1442;"2023-10-30";"display_ads";157.33;49023;3482;125
1443;"2023-10-30";"affiliate";90.99;90241;4855;140
1444;"2023-10-31";"email";63.53;0;0;182
1445;"2023-10-31";"paid_search";254.17;64680;2281;107
1446;"2023-10-31";"social_media";245.98;65784;1243;47
1447;"2023-10-31";"display_ads";164.54;12443;4580;12
1448;"2023-10-31";"affiliate";99.94;90575;1237;113
1449;"2023-11-01";"social_media";277.69;10605;755;52
1450;"2023-11-01";"display_ads";154.61;96439;4592;128
1451;"2023-11-01";"affiliate";124.11;17140;2906;114
1452;"2023-11-02";"email";75.26;0;0;161
1453;"2023-11-02";"social_media";209.3;80689;1235;102
1454;"2023-11-02";"affiliate";100.76;31797;1570;83
1455;"2023-11-03";"email";80.36;0;0;144
1456;"2023-11-03";"paid_search";291.82;37922;3419;198
1457;"2023-11-03";"social_media";208.95;92592;208;157
1458;"2023-11-03";"display_ads";144.34;16361;3756;32
1459;"2023-11-04";"social_media";266.99;54736;4557;145
1460;"2023-11-04";"display_ads";122.86;71976;3781;111
1461;"2023-11-04";"affiliate";140.29;93029;3430;74
1462;"2023-11-05";"email";0.0;0;0;77
1463;"2023-11-05";"social_media";223.49;75737;1746;103
1464;"2023-11-05";"display_ads";120.56;37519;2539;151
1465;"2023-05-11";"affiliate";137.53;53221;428;145
1466;"2023-11-06";"email";81.88;0;0;174
1467;"2023-11-06";"paid_search";213.32;32652;3526;155
1468;"2023-11-06";"affiliate";83.62;25874;466;48
1469;"2023-11-07";"email";52.79;0;0;32
1470;"2023-11-07";"social_media";157.54;95164;3975;137
1471;"2023-11-07";"display_ads";108.84;63102;1428;107
1472;"2023-11-07";"affiliate";98.35;11212;3654;40
1473;"2023-11-08";"paid_search";333.99;36839;1377;93
1474;"2023-11-08";"social_media";280.74;53330;2810;15
1475;"2023-11-08";"affiliate";120.4;87585;2629;61
1476;"2023-11-09";"email";64.36;0;0;34
1477;"2023-11-09";"paid_search";237.14;48370;1720;9
1478;"2023-11-09";"social_media";168.78;17297;157;62
1479;"2023-11-10";"email";73.92;0;0;157
1480;"2023-11-10";"social_media";249.02;48637;1277;130
1481;"2023-11-10";"display_ads";147.07;95952;1320;166
1482;"2023-11-10";"affiliate";128.94;79700;1554;100
1483;"2023-11-11";"email";54.1;0;0;19
1484;"2023-11-11";"paid_search";291.73;29600;3770;183
1485;"2023-11-11";"social_media";184.7;35195;1207;142
1486;"2023-11-11";"display_ads";132.51;72765;4456;60
1487;"2023-11-11";"affiliate";110.65;33620;1929;190
1488;"2023-12-11";"email";132.44;0;0;49
1489;"2023-11-12";"paid_search";540.18;83304;7743;123
1490;"2023-12-11";"social_media";478.97;47012;7008;107
1491;"2023-11-12";"display_ads";328.09;143518;6378;201
1492;"2023-11-12";"affiliate";112.89;28539;3916;183
1493;"2023-11-13";"email";69.41;0;0;134
1494;"2023-11-13";"paid_search";378.28;46645;3879;26
1495;"2023-11-13";"social_media";279.71;33214;3706;97
1496;"2023-11-13";"display_ads";117.35;79159;2672;125
1497;"2023-11-13";"affiliate";83.8;60972;1314;197
1498;"2023-11-14";"email";56.18;0;0;177
1499;"2023-11-14";"paid_search";368.03;88935;183;145
1500;"2023-11-14";"social_media";251.97;78022;4694;28
1501;"2023-11-14";"display_ads";141.94;69775;1134;84
1502;"2023-11-14";"affiliate";79.83;90659;540;61
1503;"2023-11-15";"email";71.84;0;0;123
1504;"2023-11-15";"paid_search";367.66;65002;450;185
1505;"2023-11-15";"social_media";262.46;16455;3602;155
1506;"2023-11-15";"display_ads";118.61;76043;2674;125
1507;"2023-11-15";"affiliate";124.98;75861;747;135
1508;"2023-11-16";"email";69.3;0;0;58
1509;"2023-11-16";"paid_search";229.9;43224;660;168
1510;"2023-11-16";"social_media";262.66;67378;2813;73
1511;"2023-11-16";"display_ads";184.87;12734;3887;27
1512;"2023-11-16";"affiliate";121.66;73498;4201;96
1513;"2023-11-17";"email";73.4;0;0;123
1514;"2023-11-17";"paid_search";283.63;64221;1129;196
1515;"2023-11-17";"social_media";247.5;24661;4966;65
1516;"2023-11-17";"display_ads";129.68;87452;1826;93
1517;"2023-11-17";"affiliate";144.63;96898;3770;179
1518;"2023-11-18";"email";89.17;0;0;197
1519;"2023-11-18";"paid_search";227.9;84155;681;111
1520;"2023-11-18";"social_media";206.35;89494;3309;70
1521;"2023-11-18";"display_ads";153.06;75916;777;127
1522;"2023-11-18";"affiliate";84.31;55276;3899;89
1523;"2023-11-19";"email";65.29;0;0;143
1524;"2023-11-19";"paid_search";215.09;93675;4204;141
1525;"2023-11-19";"social_media";291.95;98704;194;23
1526;"2023-11-19";"display_ads";127.43;84687;335;156
1527;"2023-11-19";"affiliate";113.53;48411;904;94
1528;"2023-11-20";"email";74.24;0;0;151
1529;"2023-11-20";"paid_search";378.91;52983;3022;168
1530;"2023-11-20";"social_media";229.32;66448;922;97
1531;"2023-11-20";"display_ads";178.53;52887;2952;191
1532;"2023-11-20";"affiliate";90.58;13107;4656;120
1533;"2023-11-21";"email";86.38;0;0;194
1534;"2023-11-21";"paid_search";322.0;57294;4560;179
1535;"2023-11-21";"social_media";183.13;47264;1896;143
1536;"2023-11-21";"display_ads";147.73;23677;4503;143
1537;"2023-11-21";"affiliate";120.02;61943;3151;174
1538;"2023-11-22";"email";55.97;0;0;73
1539;"2023-11-22";"paid_search";301.72;86814;3281;142
1540;"2023-11-22";"social_media";253.82;15440;1851;17
1541;"2023-11-22";"display_ads";123.1;66128;1037;177
1542;"2023-11-22";"affiliate";109.88;72448;2743;130
1543;"2023-11-23";"email";74.14;0;0;133
1544;"2023-11-23";"paid_search";231.73;12081;1259;155
1545;"2023-11-23";"social_media";196.89;83347;4783;24
1546;"2023-11-23";"display_ads";188.23;53606;4460;194
1547;"2023-11-23";"affiliate";95.98;95655;404;88
