date,channel,spend_amount,impressions,clicks,conversions,currency
07/20/2023,email,44.58,,,188,usd
07/20/2023,paid_search,148.36,96195.0,3174.0,61,USD
2023-07-20,social_media,177.01,27830.0,4332.0,24,
2023-07-20,display_ads,107.53,97060.0,1126.0,51,usd
2023-07-20,affiliate,69.1,57799.0,193.0,189,USD
2023-07-21,email,51.7,,,107,usd
07/21/2023,PAID_SEARCH,224.81,82398.0,3811.0,170,
2023-07-21,social_media,140.44,82984.0,2163.0,150,USD
21-07-2023,display_ads,87.48,98451.0,4115.0,25,USD
21-07-2023,affiliate,55.64,56598.0,1862.0,177,$
2023/07/22,email,48.51,,,148,$
07-22-2023,paid_search,,21480.0,2416.0,60,usd
07/22/2023,social_media,181.91,23153.0,1553.0,178,usd
07-22-2023,display_ads,120.81,32471.0,2378.0,190,$
07/22/2023,affiliate,87.06,98956.0,4793.0,43,$
07/23/2023,email,62.91,,,140,
23-07-2023,paid_search,179.64,50890.0,367.0,14,$
23-07-2023,social_media,,10308.0,3519.0,190,
07/23/2023,display_ads,89.51,12165.0,1882.0,186,$
2023/07/23,affiliate,59.0,17055.0,3916.0,75,usd
2023/07/24,email,63.68,,,51,
07-24-2023,paid_search,211.87,12986.0,4975.0,138,usd
24-07-2023,social_media,136.31,45038.0,2343.0,37,$
24-07-2023,display_ads,108.15,46683.0,1498.0,30,USD
24-07-2023,affiliate,73.47,78798.0,475.0,150,
07/25/2023,email,39.1,,,118,$
25-07-2023,paid_search,210.02,49797.0,2957.0,10,usd
25-07-2023,social_media,107.47,49702.0,4167.0,21,
2023/07/25,display_ads,73.23,22627.0,3536.0,22,USD
2023-07-25,affiliate,94.34,10200.0,4040.0,88,
2023-07-26,email,61.71,,,105,USD
07/26/2023,paid_search,194.07,55096.0,4272.0,82,$
26-07-2023,social_media,,22984.0,891.0,52,usd
07-26-2023,display_ads,91.8,61385.0,2383.0,25,USD
2023/07/26,affiliate,81.37,68009.0,2729.0,76,USD
07/27/2023,email,37.77,,,55,
2023/07/27,paid_search,178.09,77677.0,1659.0,123,$
07-27-2023,social_media,,60721.0,1608.0,157,usd
2023-07-27,display_ads,107.45,61043.0,433.0,5,usd
2023/07/27,affiliate,87.05,15368.0,794.0,58,$
07-28-2023,email,59.53,,,90,usd
2023-07-28,paid_search,250.72,24223.0,4066.0,92,
07/28/2023,social_media,168.68,14744.0,798.0,190,
07/28/2023,display_ads,118.75,97049.0,1317.0,93,$
2023/07/28,affiliate,55.5,10426.0,1625.0,113,$
07/29/2023,email,60.03,,,106,usd
07-29-2023,paid_search,242.34,46640.0,1536.0,146,usd
2023-07-29,SOCIAL_MEDIA,149.02,58766.0,409.0,151,$
2023/07/29,display_ads,101.0,37516.0,1079.0,93,$
2023-07-29,affiliate,70.87,53272.0,2307.0,200,
2023/07/30,email,39.34,,,5,$
2023/07/30,paid_search,163.62,58300.0,4263.0,34,$
2023-07-30,social_media,148.55,36385.0,1882.0,62,USD
30-07-2023,display_ads,98.54,98568.0,412.0,143,$
07-30-2023,affiliate,80.56,79160.0,1971.0,56,USD
2023-07-31,email,52.03,,,5,USD
2023/07/31,paid_search,155.52,69333.0,233.0,23,usd
07-31-2023,social_media,123.43,40660.0,4502.0,30,usd
2023-07-31,display_ads,117.09,66498.0,2362.0,26,
07-31-2023,affiliate,80.84,84578.0,3906.0,102,USD
08-01-2023,email,51.32,,,104,usd
08/01/2023,paid_search,144.45,51733.0,3994.0,119,usd
2023/08/01,social_media,132.58,54623.0,4418.0,165,
2023/08/01,display_ads,126.67,78578.0,4327.0,178,$
2023/08/01,affiliate,87.83,55322.0,3405.0,26,
08/02/2023,email,54.21,,,123,USD
2023-08-02,paid_search,249.8,36589.0,4801.0,87,USD
2023-08-02,social_media,126.17,48247.0,2654.0,183,$
02-08-2023,display_ads,101.88,90524.0,3448.0,19,
2023/08/02,affiliate,84.94,32371.0,3824.0,122,usd
03-08-2023,email,60.56,,,9,USD
08-03-2023,paid_search,,35222.0,276.0,121,USD
2023-08-03,social_media,116.9,15680.0,4079.0,77,USD
08-03-2023,display_ads,123.44,63586.0,2063.0,117,
2023/08/03,affiliate,86.48,57538.0,2011.0,89,usd
2023/08/04,email,50.78,,,116,usd
08-04-2023,paid_search,229.88,48078.0,3961.0,86,
2023-08-04,social_media,173.73,15212.0,2258.0,132,usd
08/04/2023,display_ads,88.59,61930.0,210.0,25,usd
04-08-2023,affiliate,,26351.0,982.0,123,$
2023/08/05,email,41.32,,,92,$
2023/08/05,paid_search,219.64,19437.0,4106.0,33,USD
2023-08-05,social_media,117.15,87060.0,1614.0,28,$
2023-08-05,DISPLAY_ADS,75.4,44268.0,539.0,86,$
05-08-2023,affiliate,88.49,30171.0,2217.0,51,USD
08-06-2023,email,,,,59,$
08/06/2023,paid_search,153.31,81345.0,4080.0,187,$
08-06-2023,social_media,169.96,97873.0,4491.0,182,USD
2023/08/06,display_ads,102.95,75507.0,3091.0,190,usd
2023-08-06,affiliate,66.53,61850.0,4629.0,87,USD
07-08-2023,email,49.88,,,17,USD
2023/08/07,paid_search,220.66,72614.0,3028.0,182,
2023/08/07,social_media,118.42,89311.0,2384.0,42,$
07-08-2023,display_ads,80.57,40150.0,1761.0,118,usd
2023/08/07,affiliate,66.27,53590.0,4423.0,86,
08-08-2023,email,39.88,,,63,usd
08/08/2023,paid_search,200.64,49530.0,2851.0,147,USD
2023-08-08,SOCIAL_MEDIA,153.12,40375.0,1684.0,48,usd
08/08/2023,display_ads,73.4,43694.0,2060.0,11,
08/08/2023,affiliate,,35085.0,2501.0,54,
2023-08-09,email,59.06,,,108,USD
2023/08/09,PAID_SEARCH,165.01,83484.0,1565.0,169,
09-08-2023,social_media,118.4,25064.0,2546.0,198,usd
2023-08-09,display_ads,115.22,26301.0,2549.0,43,
2023/08/09,AFFILIATE,84.35,89189.0,1834.0,81,$
2023/08/10,email,64.26,,,51,$
08-10-2023,paid_search,159.1,35993.0,3309.0,19,$
08-10-2023,social_media,170.89,14626.0,3083.0,6,$
10-08-2023,display_ads,94.35,13544.0,284.0,123,$
2023-08-10,affiliate,53.52,83762.0,1455.0,108,usd
11-08-2023,email,40.7,,,170,USD
08-11-2023,paid_search,145.65,40221.0,4163.0,73,$
2023-08-11,social_media,113.59,73329.0,4101.0,117,$
11-08-2023,display_ads,95.41,18859.0,1156.0,99,$
2023-08-11,affiliate,96.75,20379.0,2696.0,69,
2023-08-12,email,50.67,,,57,usd
2023-08-12,paid_search,169.39,86222.0,1874.0,24,$
2023/08/12,SOCIAL_MEDIA,139.15,68353.0,4231.0,18,
2023/08/12,display_ads,119.4,27452.0,1408.0,19,USD
08/12/2023,affiliate,74.56,37220.0,4922.0,14,USD
2023/08/13,email,41.16,,,122,USD
13-08-2023,paid_search,235.24,49464.0,1936.0,94,
2023-08-13,social_media,110.27,53855.0,2679.0,27,usd
08/13/2023,display_ads,97.08,35242.0,651.0,75,$
08/13/2023,affiliate,59.52,70878.0,805.0,22,USD
2023-08-14,email,62.19,,,43,
08/14/2023,paid_search,171.89,28709.0,3122.0,19,$
2023-08-14,social_media,121.98,85048.0,2854.0,193,$
08-14-2023,display_ads,86.1,89546.0,1709.0,18,USD
08/14/2023,affiliate,91.25,24520.0,3971.0,30,
08-15-2023,EMAIL,51.93,,,161,$
08/15/2023,paid_search,169.62,70296.0,2094.0,160,$
2023/08/15,social_media,133.32,13208.0,1870.0,126,usd
2023-08-15,display_ads,128.48,69328.0,216.0,173,usd
15-08-2023,affiliate,71.95,27856.0,1907.0,68,
08/16/2023,email,39.96,,,200,USD
08-16-2023,paid_search,143.72,11135.0,1342.0,199,USD
2023/08/16,social_media,179.71,92215.0,3924.0,143,
2023/08/16,display_ads,78.69,18263.0,889.0,108,USD
16-08-2023,affiliate,55.67,60141.0,2025.0,199,
2023/08/17,email,39.38,,,59,USD
2023/08/17,paid_search,242.92,18101.0,2011.0,184,$
2023-08-17,social_media,158.06,75571.0,1014.0,64,
2023/08/17,display_ads,95.83,27230.0,1744.0,41,
08-17-2023,affiliate,80.33,18644.0,3363.0,110,USD
2023/08/18,email,42.15,,,32,
2023-08-18,paid_search,185.58,27263.0,4994.0,66,
18-08-2023,social_media,172.1,93699.0,1993.0,135,
08/18/2023,display_ads,92.46,16677.0,3614.0,193,
18-08-2023,affiliate,,97301.0,2796.0,16,
19-08-2023,email,44.93,,,84,$
19-08-2023,paid_search,242.38,67085.0,443.0,153,usd
08-19-2023,social_media,157.8,33396.0,2713.0,68,USD
2023/08/19,display_ads,75.73,80836.0,3626.0,85,usd
08/19/2023,AFFILIATE,53.03,89785.0,3642.0,96,usd
2023-08-20,email,63.5,,,134,USD
08-20-2023,paid_search,179.11,96030.0,3021.0,58,$
2023-08-20,SOCIAL_MEDIA,164.83,38906.0,887.0,96,usd
2023/08/20,display_ads,75.25,26289.0,641.0,6,
08/20/2023,affiliate,93.09,27124.0,706.0,36,$
2023-08-21,email,58.14,,,112,usd
2023-08-21,paid_search,213.77,61427.0,3821.0,50,
2023-08-21,social_media,191.31,13455.0,3594.0,139,$
08-21-2023,display_ads,101.83,10533.0,882.0,140,USD
2023-08-21,affiliate,70.96,84005.0,4877.0,134,USD
2023/08/22,email,54.24,,,170,usd
08/22/2023,paid_search,242.99,72006.0,2553.0,105,$
22-08-2023,social_media,121.1,88492.0,4646.0,18,usd
22-08-2023,display_ads,121.27,13886.0,4567.0,136,
08/22/2023,affiliate,68.85,76397.0,2300.0,47,
08/23/2023,EMAIL,55.66,,,106,$
2023/08/23,paid_search,151.47,37111.0,1078.0,46,$
08/23/2023,social_media,174.93,88174.0,2242.0,192,$
08/23/2023,display_ads,99.99,90550.0,2715.0,85,usd
2023-08-23,affiliate,63.33,80184.0,3342.0,155,
08/24/2023,email,63.16,,,190,usd
2023/08/24,paid_search,259.86,88436.0,2368.0,188,
2023/08/24,social_media,171.93,81497.0,2027.0,37,usd
08-24-2023,display_ads,118.95,66819.0,1837.0,74,
24-08-2023,affiliate,89.13,63094.0,234.0,79,
08/25/2023,email,46.01,,,129,$
08/25/2023,paid_search,197.7,64807.0,2888.0,187,usd
08/25/2023,social_media,185.85,35229.0,4775.0,117,usd
08-25-2023,display_ads,70.45,22787.0,1157.0,70,usd
25-08-2023,affiliate,74.89,44864.0,1638.0,12,usd
26-08-2023,email,43.01,,,151,
08/26/2023,paid_search,151.2,54164.0,1149.0,75,$
2023-08-26,social_media,190.97,50963.0,3829.0,123,USD
08-26-2023,display_ads,92.68,29034.0,2876.0,45,USD
08-26-2023,affiliate,,36161.0,423.0,151,$
08/27/2023,email,43.96,,,196,
27-08-2023,paid_search,145.35,53557.0,372.0,194,USD
27-08-2023,social_media,150.62,41408.0,2073.0,62,USD
2023/08/27,display_ads,116.73,97103.0,1221.0,186,usd
2023-08-27,affiliate,91.52,65243.0,3179.0,128,USD
28-08-2023,email,61.28,,,20,USD
2023/08/28,paid_search,185.4,29032.0,4493.0,30,
2023-08-28,social_media,164.37,42659.0,1656.0,193,usd
28-08-2023,display_ads,,26524.0,4879.0,137,$
28-08-2023,affiliate,83.7,31550.0,4042.0,161,
29-08-2023,EMAIL,52.73,,,128,usd
29-08-2023,paid_search,187.82,42786.0,1489.0,182,$
29-08-2023,social_media,111.01,90406.0,2629.0,119,
29-08-2023,display_ads,102.87,83499.0,4032.0,94,
08-29-2023,affiliate,71.63,17754.0,4573.0,17,usd
30-08-2023,email,54.68,,,16,usd
08/30/2023,paid_search,226.98,48995.0,2248.0,105,
2023/08/30,social_media,159.47,25801.0,2806.0,79,USD
08/30/2023,display_ads,74.19,90441.0,1264.0,45,
08-30-2023,affiliate,95.0,30233.0,487.0,38,USD
2023/08/31,email,63.28,,,111,$
31-08-2023,paid_search,197.47,15933.0,1005.0,177,usd
08-31-2023,social_media,169.84,48535.0,3828.0,168,
08/31/2023,display_ads,74.32,61668.0,1981.0,163,$
2023/08/31,affiliate,93.4,72624.0,2786.0,52,usd
09-01-2023,email,47.93,,,59,
09/01/2023,paid_search,187.45,89912.0,4626.0,161,USD
2023/09/01,social_media,147.01,19743.0,1604.0,42,usd
09-01-2023,display_ads,108.74,57656.0,2010.0,13,
01-09-2023,affiliate,64.87,17941.0,4807.0,5,$
09-02-2023,email,49.67,,,112,USD
09-02-2023,paid_search,182.82,17746.0,952.0,136,
09/02/2023,social_media,152.87,37360.0,3342.0,91,
09/02/2023,display_ads,103.92,49873.0,4103.0,55,$
02-09-2023,affiliate,53.06,39445.0,218.0,83,
09/03/2023,email,48.57,,,179,
2023-09-03,paid_search,240.34,57961.0,4786.0,125,USD
03-09-2023,social_media,133.5,56329.0,1525.0,174,usd
09/03/2023,display_ads,89.72,56887.0,4699.0,155,$
2023/09/03,affiliate,69.1,48679.0,2597.0,68,$
09/04/2023,email,,,,41,
09-04-2023,paid_search,166.78,19029.0,2293.0,23,
04-09-2023,social_media,125.12,29145.0,4902.0,30,USD
09/04/2023,display_ads,95.39,53766.0,980.0,47,usd
04-09-2023,affiliate,74.03,80119.0,504.0,133,$
05-09-2023,email,46.92,,,193,$
09/05/2023,paid_search,238.56,81707.0,1112.0,38,USD
09-05-2023,social_media,143.82,14577.0,3345.0,77,USD
09-05-2023,display_ads,79.95,52727.0,3869.0,66,USD
05-09-2023,affiliate,78.47,33009.0,3567.0,22,usd
09-06-2023,EMAIL,52.06,,,200,usd
2023/09/06,paid_search,225.18,37334.0,1812.0,60,USD
2023-09-06,social_media,174.64,51598.0,1182.0,58,USD
2023/09/06,display_ads,74.21,98785.0,3438.0,81,$
09-06-2023,affiliate,89.36,22582.0,658.0,108,
09-07-2023,EMAIL,51.93,,,187,usd
2023/09/07,paid_search,142.53,24451.0,4175.0,24,usd
09-07-2023,social_media,135.27,95251.0,2296.0,37,USD
2023-09-07,display_ads,74.14,60550.0,3375.0,130,$
2023/09/07,affiliate,89.58,65018.0,798.0,82,USD
08-09-2023,email,43.94,,,29,usd
08-09-2023,paid_search,259.93,59925.0,2556.0,29,usd
08-09-2023,social_media,117.88,48111.0,267.0,16,USD
2023-09-08,display_ads,81.18,20125.0,4070.0,137,USD
09-08-2023,affiliate,55.59,22287.0,2676.0,79,usd
2023-09-09,email,40.82,,,24,
2023/09/09,paid_search,149.02,93259.0,4771.0,175,$
09-09-2023,social_media,190.37,78518.0,3421.0,38,usd
2023/09/09,display_ads,72.21,51472.0,4258.0,112,$
09-09-2023,affiliate,55.38,87572.0,395.0,40,usd
10-09-2023,email,51.35,,,136,USD
2023/09/10,paid_search,229.53,90785.0,2774.0,79,$
2023-09-10,social_media,127.5,59784.0,1520.0,146,usd
09/10/2023,display_ads,104.62,55908.0,2385.0,38,USD
09/10/2023,affiliate,,70064.0,3157.0,141,usd
09/11/2023,email,61.31,,,58,
2023-09-11,paid_search,230.98,56523.0,177.0,65,USD
09-11-2023,social_media,123.11,66547.0,2865.0,37,USD
11-09-2023,display_ads,121.17,70854.0,490.0,122,USD
2023/09/11,affiliate,90.61,43563.0,1064.0,103,$
12-09-2023,email,37.43,,,70,
12-09-2023,paid_search,240.01,13799.0,4643.0,175,$
2023-09-12,social_media,163.34,48363.0,2344.0,98,
12-09-2023,display_ads,79.27,83802.0,2459.0,182,usd
09/12/2023,affiliate,82.74,84363.0,3800.0,134,$
09-13-2023,email,62.03,,,43,usd
09-13-2023,paid_search,253.16,88592.0,198.0,32,$
13-09-2023,social_media,140.04,93747.0,4365.0,49,usd
13-09-2023,display_ads,,24910.0,681.0,72,$
13-09-2023,affiliate,90.45,99399.0,4848.0,70,$
09/14/2023,email,48.22,,,27,
09/14/2023,paid_search,148.65,87446.0,3979.0,9,USD
09-14-2023,social_media,149.04,89360.0,4810.0,138,
09-14-2023,display_ads,110.61,95518.0,1577.0,82,
09-14-2023,affiliate,63.22,30772.0,1517.0,156,$
15-09-2023,email,45.74,,,73,usd
15-09-2023,paid_search,248.17,85869.0,3041.0,108,
2023/09/15,SOCIAL_MEDIA,109.12,36030.0,1852.0,43,$
2023/09/15,display_ads,79.22,98071.0,1921.0,163,
09/15/2023,affiliate,95.39,43935.0,2472.0,176,USD
2023/09/16,EMAIL,,,,32,USD
09-16-2023,paid_search,192.1,77120.0,339.0,172,USD
2023-09-16,social_media,111.42,19525.0,3173.0,52,usd
16-09-2023,display_ads,88.62,48614.0,4866.0,92,usd
09/16/2023,affiliate,83.37,79733.0,4245.0,94,
2023/09/17,email,40.11,,,155,
2023-09-17,paid_search,235.11,69764.0,916.0,16,
2023/09/17,social_media,153.38,47540.0,1615.0,94,USD
09-17-2023,display_ads,108.95,75496.0,2706.0,30,
2023/09/17,affiliate,75.73,35034.0,4376.0,136,usd
09-18-2023,email,39.81,,,177,usd
2023/09/18,paid_search,230.42,48694.0,873.0,176,USD
09-18-2023,social_media,109.01,10632.0,559.0,80,$
09/18/2023,display_ads,,16190.0,4784.0,77,USD
2023-09-18,affiliate,71.47,19798.0,4203.0,123,USD
2023/09/19,email,62.92,,,10,USD
2023-09-19,paid_search,189.51,38377.0,1294.0,166,USD
09-19-2023,social_media,174.03,97590.0,329.0,114,
09-19-2023,display_ads,79.15,15750.0,3715.0,41,$
2023/09/19,affiliate,69.04,61779.0,3954.0,183,$
09/20/2023,email,63.35,,,27,$
09/20/2023,paid_search,200.81,23036.0,3901.0,174,$
09-20-2023,social_media,127.39,20823.0,4004.0,90,$
09/20/2023,display_ads,84.49,67602.0,438.0,135,
09/20/2023,affiliate,76.53,61110.0,4177.0,146,
2023-09-21,email,61.55,,,8,
09/21/2023,PAID_SEARCH,218.32,31285.0,202.0,67,USD
2023/09/21,social_media,105.26,37945.0,1431.0,169,
21-09-2023,display_ads,,54306.0,1040.0,90,USD
09/21/2023,affiliate,66.67,70558.0,1176.0,47,USD
2023-09-22,email,43.41,,,26,
2023-09-22,paid_search,253.03,23323.0,3534.0,89,usd
2023/09/22,social_media,119.45,26619.0,2425.0,114,USD
22-09-2023,display_ads,111.11,26505.0,2411.0,150,$
22-09-2023,AFFILIATE,64.35,76754.0,1232.0,15,usd
2023/09/23,email,52.74,,,39,$
23-09-2023,paid_search,176.33,14158.0,4626.0,8,USD
2023/09/23,social_media,117.69,47028.0,1269.0,77,$
09-23-2023,display_ads,74.48,92758.0,3713.0,84,$
09/23/2023,affiliate,71.92,68017.0,1076.0,173,$
09-24-2023,email,56.78,,,197,usd
2023-09-24,paid_search,209.98,37004.0,4365.0,104,
09-24-2023,social_media,178.61,29596.0,2037.0,123,
2023-09-24,display_ads,121.11,68724.0,121.0,82,$
09-24-2023,affiliate,52.71,22220.0,1762.0,99,usd
09/25/2023,email,50.49,,,80,USD
2023-09-25,paid_search,222.44,82123.0,202.0,52,
2023-09-25,social_media,110.99,39379.0,1778.0,118,$
09-25-2023,display_ads,102.26,83697.0,3025.0,40,usd
09-25-2023,AFFILIATE,85.87,55247.0,889.0,90,
2023/09/26,email,48.09,,,126,$
09-26-2023,paid_search,235.26,41776.0,329.0,76,
26-09-2023,social_media,188.79,34277.0,4329.0,58,usd
09-26-2023,display_ads,,33314.0,4784.0,177,USD
2023/09/26,affiliate,84.97,90588.0,240.0,137,usd
09/27/2023,email,48.34,,,37,$
2023-09-27,paid_search,239.87,55417.0,2193.0,13,usd
2023-09-27,social_media,154.52,87176.0,1657.0,126,USD
09-27-2023,display_ads,82.61,21538.0,1091.0,10,$
09-27-2023,affiliate,55.8,91136.0,2965.0,159,
2023-09-28,email,37.75,,,149,
09-28-2023,paid_search,224.22,33302.0,1225.0,84,USD
2023-09-28,social_media,145.67,64956.0,4550.0,92,usd
2023-09-28,display_ads,102.73,33715.0,3703.0,49,
2023-09-28,affiliate,68.19,70573.0,4304.0,129,usd
09-29-2023,email,59.18,,,143,$
09/29/2023,paid_search,159.51,57198.0,3266.0,169,$
29-09-2023,social_media,175.77,29647.0,1623.0,32,usd
2023/09/29,DISPLAY_ADS,106.32,35004.0,996.0,200,usd
09/29/2023,affiliate,53.25,60416.0,3460.0,52,
2023-09-30,email,43.24,,,166,$
09-30-2023,paid_search,171.18,97637.0,2042.0,10,$
09-30-2023,social_media,189.67,15678.0,4401.0,106,
09/30/2023,display_ads,90.07,36887.0,4752.0,172,$
09/30/2023,affiliate,70.74,44194.0,1221.0,46,usd
10-01-2023,email,84.13,,,73,$
01-10-2023,paid_search,217.02,81938.0,1911.0,173,USD
2023-10-01,social_media,283.57,81946.0,4787.0,43,USD
2023-10-01,display_ads,154.95,30530.0,3262.0,112,usd
2023-10-01,affiliate,134.55,58488.0,4020.0,111,
02-10-2023,email,94.8,,,174,usd
10/02/2023,paid_search,386.59,23541.0,2543.0,119,usd
02-10-2023,social_media,217.82,73012.0,3208.0,71,usd
2023/10/02,display_ads,180.0,36447.0,4605.0,85,usd
2023/10/02,affiliate,106.97,58392.0,1149.0,64,$
10-03-2023,email,78.54,,,108,USD
03-10-2023,paid_search,237.92,14126.0,820.0,34,USD
2023/10/03,social_media,213.42,26101.0,2616.0,33,
10/03/2023,display_ads,157.39,73522.0,3728.0,135,usd
10-03-2023,affiliate,87.17,75718.0,913.0,46,
04-10-2023,email,67.95,,,38,USD
2023/10/04,paid_search,360.94,25657.0,1721.0,110,usd
10/04/2023,social_media,252.79,70257.0,417.0,15,$
04-10-2023,display_ads,124.04,98857.0,2046.0,85,$
04-10-2023,affiliate,84.8,38181.0,1852.0,47,$
2023/10/05,email,64.91,,,29,usd
05-10-2023,paid_search,210.1,91725.0,1078.0,76,usd
2023/10/05,social_media,181.74,38915.0,1889.0,160,
2023-10-05,display_ads,106.91,83668.0,4836.0,142,$
2023/10/05,affiliate,129.5,54579.0,608.0,16,
2023-10-06,email,87.33,,,50,USD
2023-10-06,paid_search,281.37,16760.0,599.0,13,USD
10-06-2023,social_media,273.83,18645.0,2718.0,191,$
10-06-2023,display_ads,132.22,25488.0,4771.0,43,
2023/10/06,affiliate,128.32,13629.0,1922.0,107,
10-07-2023,email,75.1,,,130,USD
10-07-2023,paid_search,341.95,19021.0,3595.0,60,$
10/07/2023,social_media,257.46,34567.0,179.0,122,$
2023-10-07,display_ads,108.35,19129.0,4779.0,27,
10-07-2023,AFFILIATE,137.78,37687.0,230.0,77,usd
2023/10/08,email,93.81,,,73,usd
10/08/2023,paid_search,314.24,39728.0,923.0,90,
2023-10-08,social_media,287.55,20962.0,3117.0,53,$
10/08/2023,DISPLAY_ADS,156.12,15163.0,1805.0,167,USD
2023-10-08,AFFILIATE,82.19,10487.0,4564.0,122,$
2023/10/09,email,96.92,,,152,usd
2023-10-09,paid_search,263.89,98589.0,3022.0,57,$
2023/10/09,SOCIAL_MEDIA,254.51,82372.0,762.0,10,$
10/09/2023,display_ads,126.38,66253.0,265.0,66,USD
10/09/2023,affiliate,100.15,44501.0,2502.0,188,
10-10-2023,email,66.78,,,11,
2023/10/10,paid_search,217.17,26532.0,2091.0,78,$
10/10/2023,SOCIAL_MEDIA,172.88,50896.0,2347.0,161,
10-10-2023,display_ads,107.69,66702.0,1539.0,122,USD
2023-10-10,affiliate,133.57,24230.0,3736.0,170,USD
10/11/2023,email,78.33,,,43,USD
2023/10/11,paid_search,237.19,94868.0,4247.0,179,$
10/11/2023,social_media,224.07,33817.0,2027.0,105,USD
2023/10/11,DISPLAY_ADS,182.79,57646.0,2691.0,179,USD
10-11-2023,affiliate,103.42,29582.0,1468.0,200,USD
2023/10/12,email,83.99,,,37,USD
10-12-2023,PAID_SEARCH,254.56,20781.0,437.0,148,
12-10-2023,SOCIAL_MEDIA,226.36,35719.0,3764.0,114,$
12-10-2023,display_ads,187.17,77473.0,2490.0,191,$
10-12-2023,affiliate,115.68,12467.0,2156.0,10,USD
10/13/2023,email,72.06,,,113,USD
10/13/2023,paid_search,348.7,51560.0,813.0,57,
2023-10-13,social_media,255.04,23157.0,4288.0,106,$
2023-10-13,DISPLAY_ADS,128.4,75720.0,2660.0,152,
2023-10-13,affiliate,101.59,21675.0,2651.0,90,USD
2023-10-14,EMAIL,67.58,,,144,USD
10-14-2023,paid_search,266.13,52816.0,4863.0,174,$
2023/10/14,social_media,184.5,33271.0,2062.0,119,usd
14-10-2023,display_ads,149.35,69024.0,1229.0,102,$
2023/10/14,affiliate,137.55,61426.0,1167.0,75,$
10/15/2023,EMAIL,53.18,,,98,USD
2023/10/15,paid_search,233.37,44964.0,3399.0,125,USD
2023-10-15,social_media,276.26,59021.0,3083.0,101,$
10/15/2023,DISPLAY_ADS,155.05,24179.0,3666.0,193,USD
2023/10/15,affiliate,122.08,86997.0,2027.0,39,
2023-10-16,email,61.84,,,172,USD
10-16-2023,paid_search,330.76,38978.0,3911.0,57,
2023/10/16,social_media,277.65,37319.0,2961.0,41,USD
10/16/2023,display_ads,119.84,35943.0,371.0,117,usd
16-10-2023,affiliate,102.11,58820.0,2198.0,117,
2023-10-17,email,71.77,,,57,USD
17-10-2023,paid_search,247.45,17316.0,2753.0,39,usd
10-17-2023,social_media,177.97,16056.0,1836.0,72,$
10/17/2023,display_ads,127.71,92434.0,3369.0,167,usd
10/17/2023,affiliate,108.14,30700.0,4511.0,127,usd
10-18-2023,email,85.54,,,12,usd
10/18/2023,paid_search,326.98,60577.0,2127.0,102,usd
2023/10/18,social_media,,35231.0,1655.0,97,usd
10/18/2023,display_ads,138.24,15281.0,4455.0,98,$
10/18/2023,affiliate,114.02,54449.0,2968.0,200,
10/19/2023,email,96.35,,,26,$
2023/10/19,paid_search,236.58,66659.0,599.0,21,USD
10-19-2023,social_media,251.85,83709.0,2656.0,18,
2023/10/19,display_ads,194.33,30526.0,4158.0,167,
2023-10-19,affiliate,,48304.0,3372.0,170,USD
10-20-2023,email,66.06,,,126,$
2023/10/20,paid_search,375.33,55542.0,3224.0,129,
2023/10/20,social_media,165.65,91719.0,1956.0,110,$
20-10-2023,display_ads,123.56,94207.0,2482.0,180,USD
2023-10-20,affiliate,101.56,72173.0,1318.0,51,usd
2023-10-21,email,94.54,,,70,usd
2023-10-21,paid_search,234.34,58471.0,442.0,136,
10-21-2023,social_media,228.75,35232.0,2548.0,79,usd
10/21/2023,display_ads,,27034.0,3720.0,18,$
10-21-2023,affiliate,120.42,75045.0,2863.0,139,$
22-10-2023,email,90.24,,,10,$
2023/10/22,paid_search,,11667.0,1422.0,186,USD
22-10-2023,social_media,260.11,73558.0,1527.0,172,usd
10-22-2023,display_ads,161.19,52560.0,4711.0,16,USD
10-22-2023,affiliate,117.92,31807.0,4019.0,11,usd
10/23/2023,email,94.48,,,70,usd
23-10-2023,paid_search,334.03,68163.0,3081.0,47,usd
10-23-2023,social_media,255.44,62713.0,4214.0,79,
2023-10-23,display_ads,170.04,90921.0,1266.0,195,USD
23-10-2023,affiliate,116.36,64925.0,4508.0,70,
2023/10/24,email,86.22,,,6,
2023/10/24,paid_search,343.86,91871.0,3101.0,102,usd
10-24-2023,social_media,186.16,92196.0,910.0,19,
2023-10-24,display_ads,141.81,53282.0,3022.0,8,usd
10/24/2023,affiliate,122.07,29929.0,1889.0,12,USD
2023-10-25,email,96.71,,,104,USD
2023/10/25,paid_search,333.28,94918.0,4393.0,133,
10/25/2023,social_media,240.05,92194.0,2936.0,193,$
25-10-2023,display_ads,127.15,96299.0,1021.0,121,
25-10-2023,affiliate,131.04,93541.0,1214.0,83,
2023/10/26,email,90.23,,,102,usd
10-26-2023,paid_search,351.64,87609.0,3287.0,106,USD
10/26/2023,social_media,158.92,94423.0,3593.0,198,usd
10-26-2023,display_ads,135.71,45648.0,3673.0,155,$
2023/10/26,affiliate,80.5,52869.0,3563.0,97,USD
27-10-2023,email,62.33,,,181,$
10/27/2023,paid_search,221.17,41943.0,4815.0,131,$
27-10-2023,social_media,164.07,37379.0,2548.0,89,usd
27-10-2023,display_ads,154.46,54865.0,551.0,33,usd
10/27/2023,affiliate,91.15,28903.0,4610.0,200,$
